"","NAME","state","county","county_fips","state_fips","C24030_001","C24030_029","B20005_003","B20005_050","B20005B_003","B20005B_050","B20005I_003","B20005I_050","B23013_001","B23006_005","B23006_012","B23006_019","B23006_026","B19013_001","year"
"14893","Scott County, Missouri",29,"201","201","29",17818,8739,7012,5661,620,548,77,63,40.5,1581,6563,4211,2852,40651,2013
"14894","Barton County, Missouri",29,"011","011","29",5113,2364,2186,1576,1,1,62,8,42.2,334,1801,1299,950,40580,2013
"14895","Cedar County, Missouri",29,"039","039","29",4957,2340,1935,1498,1,0,21,7,39.7,368,1894,1365,825,30302,2013
"14896","Gasconade County, Missouri",29,"073","073","29",6653,3192,2643,1952,18,0,6,11,43.9,501,2519,1689,1045,41392,2013
"14897","Macon County, Missouri",29,"121","121","29",6707,3386,2522,2146,65,34,14,48,42.1,579,2400,1806,1146,38443,2013
"14898","Oregon County, Missouri",29,"149","149","29",3865,1802,1371,1068,0,0,39,34,43.9,373,1603,1140,467,27743,2013
"14899","Ste. Genevieve County, Missouri",29,"186","186","29",8192,3599,3435,2223,32,20,9,21,43,751,2725,2700,954,48433,2013
"14900","Douglas County, Missouri",29,"067","067","29",4924,2249,1904,1230,0,0,13,10,44.9,478,2152,1412,595,32130,2013
"14901","Henry County, Missouri",29,"083","083","29",9458,4508,3712,2957,38,42,33,53,42.5,830,3188,2885,1554,39839,2013
"14902","Lawrence County, Missouri",29,"109","109","29",15986,7422,6684,4776,0,0,353,175,42.2,1394,5610,4441,2794,39334,2013
"14903","Pulaski County, Missouri",29,"169","169","29",15701,7414,12594,5950,1648,691,1258,410,29.5,1114,4190,5046,3384,49820,2013
"14904","Texas County, Missouri",29,"215","215","29",9427,4643,3766,2834,4,19,27,77,42.1,737,3767,2398,1205,36082,2013
"14905","Callaway County, Missouri",29,"027","027","29",19967,9972,7908,6916,416,226,43,88,40.8,1732,6030,5195,4646,47964,2013
"14906","Cooper County, Missouri",29,"053","053","29",7848,3960,3171,2693,100,85,42,4,41.1,491,2470,2393,1628,45992,2013
"14907","Gentry County, Missouri",29,"075","075","29",2967,1437,1219,949,0,3,6,0,41.4,149,1036,814,529,39192,2013
"14908","Mississippi County, Missouri",29,"133","133","29",5453,2516,2169,1299,459,222,0,13,40.3,937,2067,1060,729,29787,2013
"14909","Ozark County, Missouri",29,"153","153","29",3101,1443,1132,1063,0,0,0,0,45.7,283,1130,834,495,32078,2013
"14910","Bollinger County, Missouri",29,"017","017","29",5052,2256,2117,1348,0,1,4,0,41,470,1961,1161,643,37716,2013
"14911","Knox County, Missouri",29,"103","103","29",1796,846,685,518,5,21,0,0,45,190,584,489,257,34481,2013
"14912","Montgomery County, Missouri",29,"139","139","29",5325,2504,2101,1566,24,6,61,0,42.5,687,2047,1475,722,40236,2013
"14913","Stoddard County, Missouri",29,"207","207","29",12135,5548,5226,3532,20,10,87,43,41.3,998,4668,3250,1837,37965,2013
"14914","Audrain County, Missouri",29,"007","007","29",10774,5304,4424,3604,91,266,82,20,41.5,791,4200,2703,1579,43013,2013
"14915","Greene County, Missouri",29,"077","077","29",132328,64255,48647,38112,1489,844,1141,945,36.5,6701,26410,38871,36255,40337,2013
"14916","St. Clair County, Missouri",29,"185","185","29",3615,1672,1311,1110,0,0,18,22,43.9,303,1553,720,511,31539,2013
"14917","Schuyler County, Missouri",29,"197","197","29",1848,837,733,558,1,5,2,0,41.6,140,732,502,192,34688,2013
"14918","Camden County, Missouri",29,"029","029","29",18382,8866,6428,5416,10,0,219,17,44.6,1429,5364,5582,3752,43458,2013
"14919","Jefferson County, Missouri",29,"099","099","29",105383,49513,40131,31516,253,79,484,418,41.2,7409,30592,37926,20376,54845,2013
"14920","New Madrid County, Missouri",29,"143","143","29",7770,3932,3095,2590,199,410,41,24,40.9,809,3129,1678,1134,35793,2013
"14921","Ralls County, Missouri",29,"173","173","29",4924,2365,2039,1511,7,0,38,19,44.6,156,1974,1327,724,47969,2013
"14922","Custer County, Montana",30,"017","017","30",5936,2844,2449,1733,0,0,45,36,42.1,134,1370,2152,1225,43524,2013
"14923","Powder River County, Montana",30,"075","075","30",882,385,415,233,0,0,0,13,46.3,8,200,365,144,46250,2013
"14924","Roosevelt County, Montana",30,"085","085","30",3693,1763,1685,1388,0,0,8,8,43,251,1084,1303,634,36920,2013
"14925","Liberty County, Montana",30,"051","051","30",881,391,425,237,0,0,0,0,47.4,49,115,335,226,44493,2013
"14926","Richland County, Montana",30,"083","083","30",5521,2261,2567,1383,0,0,38,29,42.9,311,1497,1823,930,58112,2013
"14927","Toole County, Montana",30,"101","101","30",2242,1019,1176,598,4,0,9,19,45.1,120,699,753,351,46972,2013
"14928","Daniels County, Montana",30,"019","019","30",1026,452,493,303,0,0,8,17,47.3,32,141,392,241,46100,2013
"14929","Judith Basin County, Montana",30,"045","045","30",915,422,419,274,0,0,0,0,46.4,52,246,239,293,41932,2013
"14930","Deer Lodge County, Montana",30,"023","023","30",4140,1939,1496,1326,4,0,36,18,42.8,197,1247,1373,790,38958,2013
"14931","McCone County, Montana",30,"055","055","30",1022,428,536,294,0,0,20,0,49,23,374,253,172,46667,2013
"14932","Rosebud County, Montana",30,"087","087","30",4140,1917,1722,1161,18,5,39,44,44.3,215,1054,1421,1010,48789,2013
"14933","Dawson County, Montana",30,"021","021","30",4562,2002,2026,1161,0,0,78,0,41.9,190,952,1655,782,50405,2013
"14934","Broadwater County, Montana",30,"007","007","30",2613,1142,999,648,1,0,6,6,45.2,141,962,620,454,45932,2013
"14935","Schoharie County, New York",36,"095","095","36",14693,6954,5445,4062,8,41,83,117,41.9,956,4569,4638,2924,53245,2013
"14936","Fulton County, New York",36,"035","035","36",24254,12317,9181,8050,89,66,97,97,43.1,2056,8067,8568,3860,44276,2013
"14937","Rensselaer County, New York",36,"083","083","36",79345,39285,29747,25031,1119,1341,787,578,41.3,3682,17925,25006,23427,59432,2013
"14938","Franklin County, New York",36,"033","033","36",20025,9419,7827,5897,44,10,49,70,41.7,1125,6495,6586,4020,45667,2013
"14939","Queens County, New York",36,"081","081","36",1072133,497764,446259,344964,66239,79684,138698,83823,40.1,148993,252831,255672,356804,57001,2013
"14940","Washington County, New York",36,"115","115","36",28549,13598,11005,8432,36,14,120,65,43,1983,10699,7587,5429,52361,2013
"14941","New York County, New York",36,"061","061","36",855506,425282,330974,296164,31891,36148,63531,50302,36.3,62675,78071,108354,539145,69659,2013
"14942","Cayuga County, New York",36,"011","011","36",36993,17791,13875,10609,229,124,121,80,42.4,2411,10566,11501,7900,51581,2013
"14943","Rockland County, New York",36,"087","087","36",143224,68293,56397,42059,6223,7143,9779,6651,42.2,11578,25100,31278,57794,84951,2013
"14944","Niagara County, New York",36,"063","063","36",98804,49198,36651,28798,1464,1684,633,439,42.1,4034,26778,32372,23855,47955,2013
"14945","Essex County, New York",36,"031","031","36",17594,8542,6588,4952,104,52,101,39,44.3,1024,5040,5316,4284,47380,2013
"14946","Nassau County, New York",36,"059","059","36",651746,311296,268023,197728,24070,29186,41123,28401,43.7,40825,116082,150228,275466,97690,2013
"14947","Schuyler County, New York",36,"097","097","36",8319,3986,3256,2360,0,2,13,46,44,374,2882,2936,1334,46976,2013
"14948","Chenango County, New York",36,"017","017","36",21508,10059,8454,6131,21,20,97,112,43.5,1388,7429,6671,4007,43941,2013
"14949","Jefferson County, New York",36,"045","045","36",44668,22209,25261,13809,1484,739,1780,461,36,2868,13138,15192,9222,46484,2013
"14950","Suffolk County, New York",36,"103","103","36",727484,343473,298155,211378,17069,18274,52142,33717,42.8,47773,167106,188397,244123,87763,2013
"14951","Wyoming County, New York",36,"121","121","36",18388,8517,7865,5206,26,43,96,42,42.8,1135,6177,6265,3009,51100,2013
"14952","Oswego County, New York",36,"075","075","36",53083,25717,19701,14782,141,118,277,129,41.1,3851,17897,15320,9932,48051,2013
"14953","Wayne County, New York",36,"117","117","36",43817,21279,17079,13122,139,326,444,363,43.6,2418,13263,13615,9910,52601,2013
"14954","Broome County, New York",36,"007","007","36",89152,43004,32364,25010,770,893,569,562,40.9,4148,21933,26309,24226,45958,2013
"14955","Erie County, New York",36,"029","029","36",434684,215382,159732,127834,11756,13726,4771,4084,41,17654,90116,126293,142733,50653,2013
"14956","Sullivan County, New York",36,"105","105","36",32494,15638,11961,10159,768,735,1601,1182,42.8,2712,9751,10367,7358,48089,2013
"14957","Orange County, New York",36,"071","071","36",170981,81344,70370,51399,6412,6692,13822,8845,41.7,12498,38388,50141,50150,70458,2013
"14958","Haywood County, North Carolina",37,"087","087","37",24861,11858,9339,7807,2,108,312,255,43.4,2093,5927,8397,5743,41557,2013
"14959","Forsyth County, North Carolina",37,"067","067","37",159115,78787,59952,49573,11230,13709,6726,3761,41,14288,33483,44190,54300,45724,2013
"14960","Bladen County, North Carolina",37,"017","017","37",13367,6778,4898,4730,1055,1526,311,245,42.5,1920,4167,4654,1564,30164,2013
"14961","Carteret County, North Carolina",37,"031","031","37",29412,14096,11565,8016,522,484,450,143,43.4,2166,6667,10541,6891,46534,2013
"14962","Bertie County, North Carolina",37,"015","015","37",7312,3657,2924,2591,1523,1761,113,0,45.1,1058,2725,2114,946,30768,2013
"14963","Martin County, North Carolina",37,"117","117","37",9154,4649,3610,3215,1259,1448,87,30,45,893,3203,3797,1118,35111,2013
"14964","Perquimans County, North Carolina",37,"143","143","37",4939,2297,1877,1420,248,226,50,88,43.9,431,1566,1613,1042,43709,2013
"14965","Rockingham County, North Carolina",37,"157","157","37",38712,18817,14696,12388,2037,2145,824,356,42.9,4830,12503,13903,5584,38567,2013
"14966","Camden County, North Carolina",37,"029","029","37",4404,2188,1906,1408,133,234,13,14,42.6,199,969,2027,827,56607,2013
"14967","Gaston County, North Carolina",37,"071","071","37",89964,43459,35865,27108,4266,4764,2224,1062,41.3,9638,24394,32763,18830,42017,2013
"14968","Moore County, North Carolina",37,"125","125","37",33956,16577,14285,10335,1362,1653,814,413,42.8,2128,7534,11729,10329,49544,2013
"14969","Stanly County, North Carolina",37,"167","167","37",25329,12269,10035,7830,723,718,423,118,42,3010,7624,8719,4668,42518,2013
"14970","Yancey County, North Carolina",37,"199","199","37",7189,3294,2773,1932,2,26,100,0,43.4,513,2441,2335,1164,38579,2013
"14971","Chatham County, North Carolina",37,"037","037","37",28895,13558,11321,8660,1058,1215,1585,832,44.3,3000,6275,7302,9942,57091,2013
"14972","Johnston County, North Carolina",37,"101","101","37",77497,36257,31616,24467,3751,3452,3144,1740,41.3,8714,20216,26561,17790,49711,2013
"14973","Person County, North Carolina",37,"145","145","37",16650,8095,6393,5297,1360,1435,273,73,44.4,1436,5787,5796,2961,42317,2013
"14974","Ashe County, North Carolina",37,"009","009","37",11896,5365,4149,3275,15,0,181,76,42.9,1096,3379,3942,2581,35951,2013
"14975","Lenoir County, North Carolina",37,"107","107","37",23983,11894,9102,7890,2679,3607,878,128,42.9,3552,6378,8831,3715,35770,2013
"14976","Onslow County, North Carolina",37,"133","133","37",57779,28340,47805,17640,5667,3186,5905,1181,29.3,3690,13988,21195,10218,45450,2013
"14977","Rutherford County, North Carolina",37,"161","161","37",24905,12100,9173,7706,734,855,506,145,42.9,2645,7486,9741,4795,36334,2013
"14978","Yadkin County, North Carolina",37,"197","197","37",16353,7810,6689,5307,172,157,625,261,43.4,1912,5151,5565,2583,40371,2013
"14979","Burke County, North Carolina",37,"023","023","37",36949,18052,13691,11590,670,663,803,197,42.7,5048,10403,12016,7060,37263,2013
"14980","Traill County, North Dakota",38,"097","097","38",4199,1944,1744,1173,20,9,43,9,42.7,88,734,1361,1210,48767,2013
"14981","Dickey County, North Dakota",38,"021","021","38",2642,1236,1064,706,9,0,26,8,41.2,120,607,748,619,47359,2013
"14982","Ward County, North Dakota",38,"101","101","38",33103,15327,16181,9697,602,246,679,152,34.5,882,6801,10211,7375,56580,2013
"14983","Pembina County, North Dakota",38,"067","067","38",3623,1608,1667,1002,1,2,27,18,46.2,142,1087,1188,687,49846,2013
"14984","Hettinger County, North Dakota",38,"041","041","38",1166,509,546,288,0,0,0,6,46.2,17,325,427,191,47743,2013
"14985","Cass County, North Dakota",38,"017","017","38",90433,42835,35962,26409,590,263,624,289,34.4,2228,11888,27151,28508,52590,2013
"14986","Emmons County, North Dakota",38,"029","029","38",1644,724,695,408,0,0,0,0,47.1,51,456,602,275,38477,2013
"14987","Richland County, North Dakota",38,"077","077","38",8567,3806,3692,2112,12,0,23,26,41,385,1626,3157,1656,53759,2013
"14988","Adams County, North Dakota",38,"001","001","38",1330,616,567,415,0,0,1,11,45,24,348,340,297,47798,2013
"14989","Eddy County, North Dakota",38,"027","027","38",1207,553,526,334,0,0,13,3,45.9,29,290,426,267,44250,2013
"14990","Mercer County, North Dakota",38,"057","057","38",4330,1969,2024,966,0,0,42,34,46.8,141,1160,1651,957,66534,2013
"14991","Ransom County, North Dakota",38,"073","073","38",2721,1249,1062,698,14,0,18,0,44.3,128,753,936,495,49788,2013
"14992","Sioux County, North Dakota",38,"085","085","38",1281,675,444,516,0,0,0,22,38.5,117,311,528,330,36111,2013
"14993","Golden Valley County, North Dakota",38,"033","033","38",876,441,322,258,0,0,0,6,43.6,29,188,335,148,36100,2013
"14994","Towner County, North Dakota",38,"095","095","38",1212,542,591,323,0,0,0,0,46.1,26,279,431,270,55521,2013
"14995","Divide County, North Dakota",38,"023","023","38",1246,522,549,262,0,0,0,0,50.2,32,302,418,287,55057,2013
"14996","Sargent County, North Dakota",38,"081","081","38",2012,855,914,481,7,4,9,1,45.1,103,513,683,405,53381,2013
"14997","Meigs County, Ohio",39,"105","105","39",8440,4012,3268,2508,0,22,14,0,41.6,628,3321,2864,1534,35469,2013
"14998","Champaign County, Ohio",39,"021","021","39",17251,8242,6976,5035,139,64,30,58,42.3,1092,6545,4995,3193,49157,2013
"14999","Greene County, Ohio",39,"057","057","39",74495,36029,30251,20918,1436,1253,655,513,39.4,2692,14629,19139,25454,58080,2013
"15000","Charlotte County, Florida",12,"015","015","12",53974,27049,17000,16042,876,1455,1233,709,46.2,4543,15299,18688,10568,44378,2013
"15001","Martin County, Florida",12,"085","085","12",58300,27272,22150,15581,915,776,3384,1153,45.5,4982,12286,18459,17254,49846,2013
"15002","Sarasota County, Florida",12,"115","115","12",149482,74458,53151,45186,2085,2469,5577,3397,45.2,8999,39856,44865,40600,49052,2013
"15003","Citrus County, Florida",12,"017","017","12",43751,22237,15511,13964,497,692,705,569,45.7,3759,15765,14796,7020,39100,2013
"15004","Santa Rosa County, Florida",12,"113","113","12",64373,29246,28891,18669,1228,860,1410,795,41.7,4501,14469,23097,17485,57703,2013
"15005","Broward County, Florida",12,"011","011","12",850199,413396,321838,270066,67351,79523,89148,68670,42,67509,202931,262517,269161,51251,2013
"15006","Monroe County, Florida",12,"087","087","12",36767,16259,15835,10740,963,664,3600,2186,44.1,2580,10153,10732,9310,53607,2013
"15007","Union County, Georgia",13,"291","291","13",7393,3628,2604,2151,0,19,24,32,44.8,619,2278,2503,1378,40009,2013
"15008","White County, Georgia",13,"311","311","13",11175,5207,4518,3012,178,21,39,59,42.5,1049,3328,3618,2021,40670,2013
"15009","Paulding County, Georgia",13,"223","223","13",67383,31991,28543,20038,4116,4544,1119,751,40.3,5049,21058,19783,17647,61837,2013
"15010","Richmond County, Georgia",13,"245","245","13",77529,40057,30770,26544,13307,15482,1795,1201,37.4,6621,21610,25971,16980,37749,2013
"15011","Berrien County, Georgia",13,"019","019","13",6791,3008,3112,2278,248,227,151,64,40.8,988,1973,2463,1127,32258,2013
"15012","Barrow County, Georgia",13,"013","013","13",31292,14636,12623,9896,1113,1333,980,524,39.8,3257,10117,9967,6061,53274,2013
"15013","Clinch County, Georgia",13,"065","065","13",2375,1226,973,764,157,76,91,9,40.2,313,941,475,389,30345,2013
"15014","Grady County, Georgia",13,"131","131","13",8616,3830,3531,2834,647,566,313,44,42.6,1531,3070,2256,1321,30571,2013
"15015","Whitfield County, Georgia",13,"313","313","13",43553,19169,18000,13219,787,648,5862,3629,40.3,11411,11311,11425,6076,40471,2013
"15016","Macon County, Georgia",13,"193","193","13",4851,2288,1909,1682,937,1044,34,0,43.2,918,1817,1348,691,30240,2013
"15017","Harris County, Georgia",13,"145","145","13",14945,7095,6509,4995,1050,883,247,113,44,562,3478,5049,4409,69223,2013
"15018","Worth County, Georgia",13,"321","321","13",8332,4097,3237,2970,524,789,78,67,41.7,1545,3079,2257,853,35792,2013
"15019","Dooly County, Georgia",13,"093","093","13",4702,2404,1709,1758,684,770,175,20,44.6,734,1517,1300,769,29012,2013
"15020","Webster County, Georgia",13,"307","307","13",1128,496,492,346,134,164,0,0,40,173,492,236,125,35718,2013
"15021","Glascock County, Georgia",13,"125","125","13",1200,525,587,347,27,50,2,0,42.2,139,514,352,147,37760,2013
"15022","Chatham County, Georgia",13,"051","051","13",118110,58541,48196,40434,14704,17183,3231,1598,38.2,8013,27025,33440,37622,45794,2013
"15023","Johnson County, Georgia",13,"167","167","13",3614,1465,1792,995,497,303,0,0,41.4,488,1238,1109,573,36722,2013
"15024","Madison County, Georgia",13,"195","195","13",11746,5564,4563,3801,219,456,155,143,42.3,1584,3750,3264,1953,42549,2013
"15025","Tift County, Georgia",13,"277","277","13",15489,7197,6203,4867,1160,1400,693,418,39.3,2021,3986,4275,2925,34591,2013
"15026","Talbot County, Georgia",13,"263","263","13",2356,1394,779,964,374,547,11,17,45.2,299,928,705,367,32424,2013
"15027","Terrell County, Georgia",13,"273","273","13",3294,1707,1243,1097,535,631,71,0,43,848,1014,893,322,32628,2013
"15028","Wilkinson County, Georgia",13,"319","319","13",3197,1439,1483,1194,448,476,49,13,44,357,1311,872,373,36173,2013
"15029","Randolph County, Georgia",13,"243","243","13",2639,1323,1058,1152,387,606,0,0,46.8,400,826,688,702,30023,2013
"15030","Ware County, Georgia",13,"299","299","13",13222,6477,5196,4326,938,1300,257,40,40.3,1359,4779,3543,2048,34572,2013
"15031","Wilcox County, Georgia",13,"315","315","13",2451,1178,1077,786,261,214,10,0,41.6,178,1021,733,310,32928,2013
"15032","Irwin County, Georgia",13,"155","155","13",3375,1527,1543,1018,333,305,17,0,40.8,317,1141,1212,471,40771,2013
"15033","Bacon County, Georgia",13,"005","005","13",4347,2053,2060,1525,301,235,332,124,38.6,624,1398,940,718,33757,2013
"15034","Burke County, Georgia",13,"033","033","13",8473,4436,2998,2843,859,1497,119,59,40.5,992,3243,2538,939,31494,2013
"15035","Chattahoochee County, Georgia",13,"053","053","13",2133,863,3831,758,573,251,631,57,27.5,115,671,659,332,48758,2013
"15036","Decatur County, Georgia",13,"087","087","13",10418,5306,4300,3913,1239,1692,333,164,42.4,1461,2996,3467,1467,30619,2013
"15037","Habersham County, Georgia",13,"137","137","13",16625,7629,6482,4878,43,126,996,435,41.1,2205,4851,4707,3208,39306,2013
"15038","McIntosh County, Georgia",13,"191","191","13",5688,2752,2291,1493,761,729,80,0,45.6,778,2038,1494,892,39068,2013
"15039","Monroe County, Georgia",13,"207","207","13",11134,5444,4282,3568,562,718,87,63,43.4,1297,3231,3217,2457,48630,2013
